timestamp,temperature,humidity,pressure,uv_index,co2,formaldehyde,tvoc,pm2_5,pm10,aqi_temperature,aqi_humidity,wind_speed,wind_dir_degrees,wind_dir_cardinal,rainfall
2025-07-07T23:59:59.633118,28.7,82.5,1003.5,0.08,nan,,,22.0,81.3,,,0.1,164,SSE,0.0
2025-07-08T00:00:31.950273,28.7,82.4,1003.5,0.0,nan,,,22.0,81.3,,,0.1,155,SSE,0.0
2025-07-08T00:01:04.179857,28.6,82.4,1003.5,0.29,nan,,,22.0,81.3,,,0.1,164,SSE,0.0
2025-07-08T00:01:36.404418,28.7,82.3,1003.5,0.0,nan,,,22.0,81.3,,,0.2,165,SSE,0.0
2025-07-08T00:02:08.595168,28.7,82.3,1003.5,0.1,nan,,,22.0,81.3,,,0.1,156,SSE,0.0
2025-07-08T00:02:40.880287,28.7,82.2,1003.5,0.0,nan,,,22.0,81.3,,,0.2,151,SSE,0.0
2025-07-08T00:03:13.146555,28.7,82.2,1003.5,0.0,nan,,,22.0,81.3,,,0.3,150,SSE,0.0
2025-07-08T00:03:45.410866,28.7,82.2,1003.5,0.0,nan,,,22.0,81.3,,,0.2,163,SSE,0.0
2025-07-08T00:04:17.684412,28.7,82.2,1003.5,0.1,nan,,,22.0,81.3,,,0.2,161,SSE,0.0
2025-07-08T00:04:49.905413,28.7,82.2,1003.5,0.24,nan,,,22.0,81.3,,,0.1,162,SSE,0.0
2025-07-08T00:05:22.153236,28.7,82.0,1003.5,0.34,nan,,,22.0,81.3,,,0.1,146,SE,0.0
2025-07-08T00:05:54.466789,28.6,82.0,1003.5,0.0,nan,,,22.0,81.3,,,0.4,142,SE,0.0
2025-07-08T00:06:26.666621,28.7,82.0,1003.5,0.0,nan,,,22.0,81.3,,,0.2,159,SSE,0.0
2025-07-08T00:06:59.094276,28.6,82.0,1003.5,0.34,nan,,,22.0,81.3,,,0.2,164,SSE,0.0
2025-07-08T00:07:31.378800,28.7,82.0,1003.5,0.34,nan,,,22.0,81.3,,,0.1,161,SSE,0.0
2025-07-08T00:08:03.585449,28.6,82.0,1003.5,0.0,nan,,,22.0,81.3,,,0.1,163,SSE,0.0
2025-07-08T00:08:35.820799,28.7,82.0,1003.5,0.0,nan,,,22.0,81.3,,,0.1,163,SSE,0.0
2025-07-08T00:09:08.219731,28.7,82.0,1003.5,0.26,nan,,,22.0,81.3,,,0.1,158,SSE,0.0
2025-07-08T00:09:40.600172,28.6,82.0,1003.5,0.02,nan,,,22.0,81.3,,,0.1,160,SSE,0.0
2025-07-08T00:10:12.804407,28.6,82.0,1003.5,0.0,nan,,,22.0,81.3,,,0.1,163,SSE,0.0
2025-07-08T00:10:45.096374,28.6,82.2,1003.5,0.34,nan,,,22.0,81.3,,,0.1,162,SSE,0.0
2025-07-08T00:11:17.337102,28.7,82.2,1003.5,0.16,nan,,,22.0,81.3,,,0.1,161,SSE,0.0
2025-07-08T00:11:49.697028,28.6,82.2,1003.5,0.0,nan,,,22.0,81.3,,,0.2,159,SSE,0.0
2025-07-08T00:12:21.921167,28.6,82.2,1003.6,0.13,nan,,,22.0,81.3,,,0.2,160,SSE,0.0
2025-07-08T00:12:54.182003,28.6,82.3,1003.6,0.29,nan,,,22.0,81.3,,,0.3,157,SSE,0.0
2025-07-08T00:13:26.403577,28.6,82.3,1003.6,0.0,nan,,,22.0,81.3,,,0.2,161,SSE,0.0
2025-07-08T00:13:58.667010,28.6,82.4,1003.6,0.0,nan,,,22.0,81.3,,,0.2,161,SSE,0.0
2025-07-08T00:14:30.886066,28.6,82.4,1003.6,0.29,nan,,,22.0,81.3,,,0.1,161,SSE,0.0
2025-07-08T00:15:03.097177,28.6,82.4,1003.6,0.0,nan,,,22.0,81.3,,,0.1,162,SSE,0.0
2025-07-08T00:15:35.319763,28.6,82.3,1003.6,0.0,nan,,,22.0,81.3,,,0.0,162,SSE,0.0
2025-07-08T00:16:07.534568,28.6,82.4,1003.6,0.0,nan,,,22.0,81.3,,,0.0,169,S,0.0
2025-07-08T00:16:39.800321,28.6,82.3,1003.6,0.32,nan,,,22.0,81.3,,,0.0,163,SSE,0.0
2025-07-08T00:17:12.129139,28.6,82.3,1003.7,0.0,nan,,,22.0,81.3,,,0.0,163,SSE,0.0
2025-07-08T00:17:44.401140,28.6,82.3,1003.7,0.4,nan,,,22.0,81.3,,,0.0,163,SSE,0.0
2025-07-08T00:18:16.628425,28.7,82.3,1003.7,0.0,nan,,,22.0,81.3,,,0.0,163,SSE,0.0
2025-07-08T00:18:48.832988,28.7,82.3,1003.6,0.0,nan,,,22.0,81.3,,,0.0,163,SSE,0.0
2025-07-08T00:19:21.046017,28.7,82.3,1003.7,0.0,nan,,,22.0,81.3,,,0.0,163,SSE,0.0
2025-07-08T00:19:53.296614,28.6,82.3,1003.7,0.05,nan,,,22.0,81.3,,,0.0,163,SSE,0.0
2025-07-08T00:20:25.512409,28.6,82.3,1003.7,0.37,nan,,,22.0,81.3,,,0.0,163,SSE,0.0
2025-07-08T00:20:57.732043,28.7,82.3,1003.6,0.4,nan,,,22.0,81.3,,,0.0,164,SSE,0.0
2025-07-08T00:21:30.022396,28.6,82.4,1003.7,0.16,nan,,,22.0,81.3,,,0.1,163,SSE,0.0
2025-07-08T00:22:02.244229,28.6,82.4,1003.6,0.21,nan,,,22.0,81.3,,,0.1,163,SSE,0.0
2025-07-08T00:22:34.477802,28.7,82.4,1003.7,0.0,nan,,,22.0,81.3,,,0.1,164,SSE,0.0
2025-07-08T00:23:06.768483,28.7,82.5,1003.7,0.0,nan,,,22.0,81.3,,,0.0,163,SSE,0.0
2025-07-08T00:23:39.049856,28.6,82.5,1003.7,0.48,nan,,,22.0,81.3,,,0.1,162,SSE,0.0
2025-07-08T00:24:11.302025,28.6,82.5,1003.7,0.56,nan,,,22.0,81.3,,,0.1,159,SSE,0.0
2025-07-08T00:24:43.596412,28.7,82.5,1003.7,0.48,nan,,,22.0,81.3,,,0.2,163,SSE,0.0
2025-07-08T00:25:15.879991,28.6,82.5,1003.7,0.08,nan,,,22.0,81.3,,,0.1,161,SSE,0.0
2025-07-08T00:25:48.071467,28.6,82.5,1003.7,0.0,nan,,,22.0,81.3,,,0.1,164,SSE,0.0
2025-07-08T00:26:20.463233,28.6,82.5,1003.6,0.16,nan,,,22.0,81.3,,,0.0,162,SSE,0.0
2025-07-08T00:26:52.795966,28.6,82.7,1003.7,0.0,nan,,,22.0,81.3,,,0.2,162,SSE,0.0
2025-07-08T00:27:24.985143,28.6,82.7,1003.7,0.32,nan,,,22.0,81.3,,,0.2,165,SSE,0.0
2025-07-08T00:27:57.355428,28.6,82.7,1003.7,0.21,nan,,,22.0,81.3,,,0.1,164,SSE,0.0
2025-07-08T00:28:29.582842,28.6,82.7,1003.6,0.0,nan,,,22.0,81.3,,,0.1,164,SSE,0.0
2025-07-08T00:29:01.814584,28.6,82.7,1003.7,0.45,nan,,,22.0,81.3,,,0.1,161,SSE,0.0
2025-07-08T00:29:34.095905,28.6,82.7,1003.6,0.0,nan,,,22.0,81.3,,,0.1,162,SSE,0.0
2025-07-08T00:30:06.371104,28.6,82.7,1003.7,0.0,nan,,,21.4,82.9,,,0.1,164,SSE,0.0
2025-07-08T00:30:38.688465,28.7,82.7,1003.7,0.08,nan,,,21.4,82.9,,,0.1,163,SSE,0.0
2025-07-08T00:31:11.069048,28.6,82.7,1003.7,0.0,nan,,,21.4,82.9,,,0.1,161,SSE,0.0
2025-07-08T00:31:43.349135,28.7,82.7,1003.7,0.0,nan,,,21.4,82.9,,,0.1,161,SSE,0.0
