timestamp,temperature,humidity,pressure,uv_index,co2,formaldehyde,tvoc,pm2_5,pm10,aqi_temperature,aqi_humidity,wind_speed,wind_dir_degrees,wind_dir_cardinal,rainfall
2025-07-04T00:00:02.454799,29.6,80.2,1004.4,0.0,nan,,,20.8,92.4,,,0.5,172,S,11.8
2025-07-04T00:00:34.749582,29.6,80.2,1004.4,0.0,nan,,,20.8,92.4,,,0.5,159,SSE,11.8
2025-07-04T00:01:06.948784,29.6,80.2,1004.4,0.0,nan,,,20.8,92.4,,,0.3,170,S,11.8
2025-07-04T00:01:39.175961,29.6,80.2,1004.4,0.0,nan,,,20.8,92.4,,,0.2,161,SSE,11.8
2025-07-04T00:02:11.375469,29.6,80.2,1004.4,0.0,nan,,,20.8,92.4,,,0.3,165,SSE,11.8
2025-07-04T00:02:43.570678,29.6,80.2,1004.5,0.0,nan,,,20.8,92.4,,,1.4,48,NE,11.8
2025-07-04T00:03:16.072775,29.6,80.2,1004.4,0.0,nan,,,20.8,92.4,,,0.8,177,S,11.8
2025-07-04T00:03:48.440713,29.6,80.3,1004.4,0.37,nan,,,20.8,92.4,,,0.6,160,SSE,11.8
2025-07-04T00:04:20.844268,29.6,80.3,1004.4,0.0,nan,,,20.8,92.4,,,1.0,14,NNE,11.8
2025-07-04T00:04:53.099699,29.6,80.5,1004.4,0.0,nan,,,20.8,92.4,,,0.8,127,SE,11.8
2025-07-04T00:05:25.398313,29.6,80.5,1004.4,0.08,nan,,,20.8,92.4,,,0.4,182,S,11.8
2025-07-04T00:05:57.593586,29.6,80.5,1004.4,0.0,nan,,,20.8,92.4,,,0.4,160,SSE,11.8
2025-07-04T00:06:29.828598,29.6,80.5,1004.5,0.0,nan,,,20.8,92.4,,,0.3,78,ENE,11.8
2025-07-04T00:07:02.012278,29.6,80.5,1004.4,0.08,nan,,,20.8,92.4,,,1.5,30,NNE,11.8
2025-07-04T00:07:34.253781,29.6,80.5,1004.4,0.05,nan,,,20.8,92.4,,,0.8,156,SSE,11.8
2025-07-04T00:08:06.730347,29.6,80.5,1004.4,0.29,nan,,,20.8,92.4,,,0.4,132,SE,11.8
2025-07-04T00:08:38.952317,29.6,80.6,1004.4,0.0,nan,,,20.8,92.4,,,0.3,145,SE,11.8
2025-07-04T00:09:11.252958,29.6,80.6,1004.4,0.16,nan,,,20.8,92.4,,,0.6,214,SW,11.8
2025-07-04T00:09:43.518599,29.6,80.6,1004.3,0.0,nan,,,20.8,92.4,,,0.9,167,SSE,11.8
2025-07-04T00:10:15.796792,29.6,80.6,1004.4,0.16,nan,,,20.8,92.4,,,1.5,59,ENE,11.8
2025-07-04T00:10:48.069848,29.6,80.7,1004.3,0.0,nan,,,20.8,92.4,,,1.5,116,ESE,11.8
2025-07-04T00:11:20.353163,29.6,80.7,1004.3,0.0,nan,,,20.8,92.4,,,0.8,150,SSE,11.8
2025-07-04T00:11:52.702757,29.6,80.7,1004.3,0.0,nan,,,20.8,92.4,,,0.9,151,SSE,11.8
2025-07-04T00:12:24.904361,29.6,80.8,1004.3,0.0,nan,,,20.8,92.4,,,0.5,170,S,11.8
2025-07-04T00:12:57.118403,29.6,80.8,1004.3,0.0,nan,,,20.8,92.4,,,0.5,155,SSE,11.8
2025-07-04T00:13:29.422081,29.6,80.8,1004.3,0.0,nan,,,20.8,92.4,,,0.5,156,SSE,11.8
2025-07-04T00:14:01.841528,29.6,80.9,1004.3,0.13,nan,,,20.8,92.4,,,1.4,103,ESE,11.8
2025-07-04T00:14:34.177043,29.6,80.9,1004.3,0.0,nan,,,20.8,92.4,,,0.7,115,ESE,11.8
2025-07-04T00:15:06.382975,29.6,80.9,1004.3,0.0,nan,,,20.8,92.4,,,0.4,197,SSW,11.8
2025-07-04T00:15:38.584161,29.6,80.8,1004.3,0.0,nan,,,20.8,92.4,,,0.4,156,SSE,11.8
