timestamp,temperature,humidity,pressure,uv_index,co2,formaldehyde,tvoc,pm2_5,pm10,aqi_temperature,aqi_humidity,wind_speed,wind_dir_degrees,wind_dir_cardinal,rainfall
2025-07-05T00:00:09.483622,29.6,81.2,1004.9,0.0,nan,,,23.7,106.4,,,2.8,41,NE,0.0
2025-07-05T00:00:41.696893,29.6,81.3,1005.0,0.0,nan,,,23.7,106.4,,,1.9,48,NE,0.0
2025-07-05T00:01:13.920895,29.6,81.4,1004.9,0.08,nan,,,23.7,106.4,,,2.5,70,ENE,0.0
2025-07-05T00:01:46.114045,29.6,81.4,1004.9,0.0,nan,,,23.7,106.4,,,1.5,215,SW,0.0
2025-07-05T00:02:18.323848,29.6,81.6,1004.9,0.13,nan,,,23.7,106.4,,,1.0,134,SE,0.0
2025-07-05T00:02:50.550665,29.6,81.6,1004.9,0.32,nan,,,23.7,106.4,,,1.8,10,N,0.0
2025-07-05T00:03:22.892070,29.6,81.7,1005.0,0.02,nan,,,23.7,106.4,,,1.2,2,N,0.0
2025-07-05T00:03:55.242965,29.6,81.8,1004.9,0.24,nan,,,23.7,106.4,,,1.5,167,SSE,0.0
2025-07-05T00:04:27.539771,29.6,81.8,1004.9,0.1,nan,,,23.7,106.4,,,0.8,71,ENE,0.0
2025-07-05T00:04:59.843297,29.6,81.9,1004.9,0.13,nan,,,23.7,106.4,,,1.5,130,SE,0.0
2025-07-05T00:05:32.157461,29.6,81.9,1004.8,0.0,nan,,,23.7,106.4,,,0.8,153,SSE,0.0
2025-07-05T00:06:04.555399,29.6,81.9,1004.9,0.0,nan,,,23.7,106.4,,,0.5,166,SSE,0.0
2025-07-05T00:06:36.750742,29.6,81.9,1004.8,0.0,nan,,,23.7,106.4,,,0.5,328,NNW,0.0
2025-07-05T00:07:09.055040,29.6,81.8,1004.9,0.34,nan,,,23.7,106.4,,,1.6,202,SSW,0.0
2025-07-05T00:07:41.367774,29.6,81.8,1004.9,0.24,nan,,,23.7,106.4,,,0.7,94,E,0.0
2025-07-05T00:08:13.774184,29.6,81.7,1004.9,0.0,nan,,,23.7,106.4,,,1.6,120,ESE,0.0
2025-07-05T00:08:46.111948,29.6,81.7,1004.8,0.34,nan,,,23.7,106.4,,,1.4,89,E,0.0
2025-07-05T00:09:18.444808,29.6,81.8,1004.9,0.0,nan,,,23.7,106.4,,,0.9,18,NNE,0.0
2025-07-05T00:09:50.687565,29.6,81.7,1004.8,0.08,nan,,,23.7,106.4,,,0.5,186,S,0.0
2025-07-05T00:10:22.897918,29.6,81.6,1004.9,0.32,nan,,,23.7,106.4,,,2.0,86,E,0.0
2025-07-05T00:10:55.188910,29.6,81.6,1004.9,0.0,nan,,,23.7,106.4,,,1.1,129,SE,0.0
2025-07-05T00:11:27.510532,29.6,81.6,1004.9,0.18,nan,,,23.7,106.4,,,0.9,126,SE,0.0
2025-07-05T00:11:59.782657,29.5,81.4,1004.9,0.0,nan,,,23.7,106.4,,,1.4,141,SE,0.0
2025-07-05T00:12:31.963331,29.6,81.4,1004.9,0.16,nan,,,23.7,106.4,,,0.6,153,SSE,0.0
2025-07-05T00:13:04.177004,29.5,81.4,1004.8,0.0,nan,,,23.7,106.4,,,1.0,100,E,0.0
2025-07-05T00:13:36.399320,29.5,81.2,1004.8,0.24,nan,,,23.7,106.4,,,1.4,151,SSE,0.0
2025-07-05T00:14:08.612201,29.5,81.2,1004.8,0.0,nan,,,23.7,106.4,,,0.9,164,SSE,0.0
2025-07-05T00:14:40.800122,29.5,81.2,1004.8,0.0,nan,,,23.7,106.4,,,1.6,88,E,0.0
2025-07-05T00:15:12.988060,29.5,81.2,1004.8,0.32,nan,,,23.7,106.4,,,1.4,140,SE,0.0
2025-07-05T00:15:45.189490,29.5,81.2,1004.8,0.13,nan,,,23.7,106.4,,,1.5,147,SSE,0.0
2025-07-05T00:16:17.460728,29.5,81.2,1004.8,0.08,nan,,,23.7,106.4,,,0.8,126,SE,0.0
2025-07-05T00:16:49.850347,29.5,81.3,1004.8,0.0,nan,,,23.7,106.4,,,1.5,18,NNE,0.0
2025-07-05T00:17:22.117782,29.5,81.3,1004.8,0.16,nan,,,23.7,106.4,,,1.8,27,NNE,0.0
2025-07-05T00:17:54.440863,29.5,81.4,1004.7,0.08,nan,,,23.7,106.4,,,1.4,154,SSE,0.0
2025-07-05T00:18:26.665982,29.5,81.3,1004.7,0.0,nan,,,23.7,106.4,,,0.9,156,SSE,0.0
2025-07-05T00:18:58.958731,29.4,81.4,1004.8,0.08,nan,,,23.7,106.4,,,1.0,158,SSE,0.0
2025-07-05T00:19:31.349083,29.4,81.3,1004.7,0.0,nan,,,23.7,106.4,,,0.6,201,SSW,0.0
2025-07-05T00:20:03.652143,29.4,81.3,1004.7,0.34,nan,,,23.7,106.4,,,0.4,99,E,0.0
2025-07-05T00:20:36.040772,29.4,81.3,1004.8,0.0,nan,,,23.7,106.4,,,1.7,135,SE,0.0
2025-07-05T00:21:08.241073,29.4,81.2,1004.7,0.05,nan,,,23.7,106.4,,,0.9,164,SSE,0.0
2025-07-05T00:21:40.465909,29.4,81.2,1004.7,0.0,nan,,,23.7,106.4,,,2.3,81,E,0.0
2025-07-05T00:22:12.775528,29.4,81.2,1004.7,0.02,nan,,,23.7,106.4,,,1.5,341,NNW,0.0
2025-07-05T00:22:45.172530,29.4,81.2,1004.7,0.05,nan,,,23.7,106.4,,,1.8,101,E,0.0
2025-07-05T00:23:17.413619,29.4,81.2,1004.7,0.0,nan,,,23.7,106.4,,,1.2,70,ENE,0.0
